chainage,true_wse,raster_value
67.6,237.97756094,237.9389954
67.8,237.977533853,237.9600067
68.0,237.97750678,237.9609985
68.2,237.97747972,237.9400024
68.4,237.977452674,237.9329987
68.6,237.977425641,237.9329987
68.8,237.977398621,237.9329987
69.0,237.977371615,237.9349976
69.2,237.977344623,237.9309998
69.4,237.977317643,237.9360046
69.6,237.977290677,237.9320068
69.8,237.977263725,237.9380035
70.0,237.977236786,237.9340057
70.2,237.977209861,237.9389954
70.4,237.977182948,237.9349976
70.6,237.97715605,237.9309998
70.8,237.977129165,237.9349976
71.0,237.977102293,237.9519958
71.2,237.977075434,237.9660034
71.4,237.977048589,237.9629974
71.6,237.977021758,237.9600067
71.8,237.97699494,238.0140076
72.0,237.976968135,238.0160065
72.2,237.976941344,237.9980011
72.4,237.976914566,237.9450073
72.59999999999998,237.976887801,237.9299927
72.79999999999998,237.97686105,237.9909973
73.0,237.976834313,237.9519958
73.2,237.976807589,237.9360046
73.4,237.976780878,237.9329987
73.59999999999998,237.97675418,237.9250031
73.79999999999998,237.976727497,237.923996
74.0,237.976700826,237.9299927
74.2,237.976674169,237.9349976
74.4,237.976647526,237.9309998
74.59999999999998,237.976620895,237.9369965
74.79999999999998,237.976594279,237.9450073
75.0,237.976567675,237.9949951
75.2,237.976541085,237.9720001
75.4,237.976514509,238.0149994
75.59999999999998,237.976487946,237.9409943
75.79999999999998,237.976461396,237.951004
76.0,237.97643486,237.9389954
76.2,237.976408337,237.9380035
76.4,237.976381828,237.9570007
76.59999999999998,237.976355332,237.9600067
76.79999999999998,237.976328849,237.9660034
77.0,237.97630238,237.9369965
77.2,237.976275925,237.9250031
77.4,237.976249482,237.904007
77.59999999999998,237.976223054,237.9179993
77.79999999999998,237.976196638,237.9230042
78.0,237.976170236,238.0269928
78.2,237.976143848,237.9400024
78.4,237.976117473,237.9190063
78.59999999999998,237.976091111,237.9100037
78.79999999999998,237.976064763,237.9279938
79.0,237.976038428,237.927002
79.2,237.976012107,237.9219971
79.4,237.975985799,237.927002
79.59999999999998,237.975959504,237.9329987
79.79999999999998,237.975933223,237.9299927
80.0,237.975906955,237.9259949
80.2,237.975880701,237.9309998
80.4,237.97585446,237.9279938
80.59999999999998,237.975828233,237.9219971
80.79999999999998,237.975802019,237.9309998
81.0,237.975775818,237.9170074
81.2,237.975749631,237.9170074
81.4,237.975723457,237.9340057
81.59999999999998,237.975697297,237.9219971
81.79999999999998,237.97567115,237.923996
82.0,237.975645017,237.9149933
82.2,237.975618897,237.9340057
82.4,237.97559279,237.9340057
82.59999999999998,237.975566697,237.9210052
82.79999999999998,237.975540617,237.9369965
83.0,237.975514551,237.9320068
83.2,237.975488498,237.9369965
83.4,237.975462459,237.9230042
83.59999999999998,237.975436433,237.9299927
83.79999999999998,237.97541042,237.9290009
84.0,237.975384421,237.9309998
84.2,237.975358435,237.9279938
84.4,237.975332463,237.9320068
84.59999999999998,237.975306504,237.9369965
84.79999999999998,237.975280558,237.9340057
85.0,237.975254626,237.9320068
85.2,237.975228708,237.927002
85.4,237.975202803,237.9309998
85.59999999999998,237.975176911,237.9279938
85.79999999999998,237.975151032,237.923996
86.0,237.975125167,237.9290009
86.2,237.975099316,237.927002
86.4,237.975073478,237.9299927
86.59999999999998,237.975047653,237.9369965
86.79999999999998,237.975021842,237.923996
87.0,237.974996044,237.9279938
87.2,237.97497026,237.9250031
87.4,237.974944489,237.9299927
87.59999999999998,237.974918731,237.8970032
87.79999999999998,237.974892987,237.9210052
88.0,237.974867257,237.9140015
88.2,237.974841539,237.9140015
88.4,237.974815836,237.8869934
88.59999999999998,237.974790145,237.8939972
88.79999999999998,237.974764468,237.8919983
89.0,237.974738805,237.8880005
89.2,237.974713155,237.8589935
89.4,237.974687518,237.8890076
89.59999999999998,237.974661895,237.9120026
89.79999999999998,237.974636285,237.9190063
90.0,237.974610688,237.9179993
90.2,237.974585105,237.9320068
90.4,237.974559536,237.9389954
90.6,237.97453398,237.9329987
90.8,237.974508437,237.9290009
91.0,237.974482908,237.9259949
91.2,237.974457392,237.9309998
91.4,237.974431889,237.9320068
91.6,237.9744064,237.9340057
91.8,237.974380925,237.9360046
92.0,237.974355463,237.9340057
92.2,237.974330014,237.9299927
92.4,237.974304579,237.927002
92.6,237.974279157,237.9219971
92.8,237.974253748,237.9230042
93.0,237.974228353,237.923996
93.2,237.974202972,237.927002
93.4,237.974177603,237.9259949
93.6,237.974152249,237.9309998
93.8,237.974126907,237.9279938
94.0,237.974101579,237.9329987
94.2,237.974076265,237.9290009
94.4,237.974050964,237.9250031
94.6,237.974025676,237.9299927
94.8,237.974000402,237.9259949
95.0,237.973975141,237.9320068
95.2,237.973949894,237.9369965
95.4,237.97392466,237.9250031
95.6,237.973899439,237.923996
95.8,237.973874232,237.9259949
96.0,237.973849039,237.9320068
96.2,237.973823859,237.9299927
96.4,237.973798692,237.9279938
96.6,237.973773538,237.9299927
96.8,237.973748398,237.9349976
97.0,237.973723272,237.9320068
97.2,237.973698159,237.9360046
97.4,237.973673059,237.9429932
97.6,237.973647973,237.9629974
97.8,237.9736229,237.9640045
98.0,237.973597841,237.9400024
98.2,237.973572795,237.9429932
98.4,237.973547762,237.9329987
98.6,237.973522743,237.9369965
98.8,237.973497737,237.923996
99.0,237.973472745,237.9380035
99.2,237.973447766,237.927002
99.4,237.973422801,237.9309998
99.6,237.973397849,237.927002
99.8,237.97337291,237.9340057
100.0,237.973347985,237.9490051
100.2,237.973323073,237.9349976
100.4,237.973298175,237.9640045
100.6,237.97327329,237.9989929
100.8,237.973248419,237.9640045
101.0,237.973223561,237.9290009
101.2,237.973198716,237.9290009
101.4,237.973173885,237.9380035
101.6,237.973149067,237.9340057
101.8,237.973124263,237.9309998
102.0,237.973099472,237.9259949
102.2,237.973074695,237.923996
102.4,237.973049931,237.9320068
102.6,237.97302518,237.9349976
102.8,237.973000443,237.9369965
103.0,237.972975719,237.9279938
103.2,237.972951009,237.9400024
103.4,237.972926312,237.927002
103.6,237.972901628,237.9530029
103.8,237.972876958,237.9579926
104.0,237.972852302,237.9459991
104.2,237.972827659,237.9320068
104.4,237.972803029,237.9389954
